course,sub_course,module,sub_module,content_html_list,img_list,video_url
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 1: Why Responsive?,1.11  Lesson Summary,[],[],https://www.youtube.com/embed/1NjRTxV9JMY
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.1  Defining the Viewport,[],[],https://www.youtube.com/embed/4DV16H-Bc_Q
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,"2.2  Pixels, pixels and moar pixels!",[],[],https://www.youtube.com/embed/6P9uLyvcd3Y
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.3  Pixelation,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">You look up the tech specs for the screen of a mobile device and find it has a resolution of <strong>1920x1080 pixels</strong> . Which kind of pixels are the tech specs referencing?</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Device Independent Pixels (dips)</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">CSS Pixels</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Hardware Pixels</p></div>']",[],
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.4  Calculating DPR,"['<div class=""ureact-markdown css-tc5hjw""><h2 class=""chakra-heading css-fz7yxd"">Calculating DPR</h2>\n<p class=""chakra-text css-o3oz8b"">Consider the following image:</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Each cell in the blue grid represents <strong>1</strong> hardware pixel (i.e., 16 total per diagram), and the entire orange-shaded area in each diagram represents <strong>1</strong> dip.</p>\n<p class=""chakra-text css-o3oz8b"">Which of the above diagrams demonstrates a display with a device pixel ratio of <strong>2</strong>?</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">A</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">B</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">C</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">D</p></div>']",['https://video.udacity-data.com/topher/2018/September/5bae86f9_screen-shot-2018-09-28-at-12.53.00-pm/screen-shot-2018-09-28-at-12.53.00-pm.png'],
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.5  What's the difference?,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Why would the same websites look different on screens of identical resolutions?</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">CSS styles aren\'t rendered predictably</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">The device pixel ratio differs between devices</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><code class=""chakra-code css-1u83yg1"">&lt;meta&gt;</code>\'s <code class=""chakra-code css-1u83yg1"">initial-scale</code> causes inconsistent zooming on different devices</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">The viewport wasn\'t set</p></div>']",[],
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.6  Calculating CSS Pixels,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">A mobile screen has a resolution of <strong>1920 x 1080 px</strong> with a <strong>device pixel ratio of 2</strong>. What is the <strong>maximum width of a viewport</strong> in landscape mode measured in <strong>CSS pixels</strong>?</p></div>']",[],
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.7  How wide is the viewport?,"['<div class=""ureact-markdown css-tc5hjw""><h2 class=""chakra-heading css-fz7yxd"">Calculating Viewport Width</h2>\n<p class=""chakra-text css-o3oz8b"">Calculate the width (in dips) of the viewport for all of the devices below. Entering in just the number is fine!</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">A phone that is 640px wide, DPR = 2</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">A phablet that is 780px wide, DPR = 2.5</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">A tablet that is 1024px wide, DPR = 1</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">A laptop browser that is 800px wide, DPR = 1</p></div>']",[],
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.8  Setting the Viewport,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Want to learn more about the viewport? <a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://developer.mozilla.org/en-US/docs/Mozilla/Mobile/Viewport_meta_tag"">Here\'s what the Mozilla Developer Network has to say.<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/kqHKOSd5NCk
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.9  Setting the Viewport,"['<div class=""ureact-markdown css-tc5hjw""><h3 class=""chakra-heading css-k57syw""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""http://udacity.github.io/RWDF-samples/quizzes/viewport-quiz/"">Here\'s a link to the quiz!<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></h3>\n<p class=""chakra-text css-o3oz8b"">Don\'t forget to turn on the <a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://classroom.udacity.com/courses/ud893/lessons/3523969367/concepts/74710125140923"">Udacity Feedback Chrome Extension<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a>!</p>\n<p class=""chakra-text css-o3oz8b"">Here\'s the <code class=""chakra-code css-1u83yg1"">&lt;meta&gt;</code> tag for easy copy/pasting:<br></p>\n<p class=""chakra-text css-o3oz8b""><code class=""chakra-code css-1u83yg1"">&lt;meta name=""viewport"" content=""width=device-width, initial-scale=1.0""&gt;</code></p>\n<p class=""chakra-text css-o3oz8b""><br>Want to learn more about the viewport? <a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://developer.mozilla.org/en-US/docs/Mozilla/Mobile/Viewport_meta_tag"">Here\'s what the Mozilla Developer Network has to say.<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/wlsknu8Zspo
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.10  Large Fixed Width Elements,[],[],https://www.youtube.com/embed/UEZYlDb7Tt4
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.11  Max-width on elements,[],[],https://www.youtube.com/embed/F-akKxve2oE
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.12  Relative Sizes,"['<div class=""ureact-markdown css-tc5hjw""><h2 class=""chakra-heading css-fz7yxd"">Which Element Will Respond?</h2>\n<p class=""chakra-text css-o3oz8b"">Which of the following four elements could look great on any device? If you\'re not sure, feel free to open it up in a browser and see what happens. Make sure you test on several different devices!</p></div>', '<div class=""ureact-markdown css-tc5hjw""><pre class=""css-0""><div data-defines-codeblock=""true"" tabindex=""0"" class=""css-1y373wj""><div style=""color: rgb(15, 43, 61); text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><code class=""language-html"" style=""color: rgb(15, 43, 61); background: none; text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><span class=""token"" style=""color: rgb(15, 43, 61);"">&lt;</span><span class=""token"" style=""color: navy;"">img</span><span class=""token"" style=""color: navy;""> </span><span class=""token"" style=""color: rgb(2, 124, 124);"">id</span><span class=""token attr-equals"" style=""color: rgb(15, 43, 61);"">=</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(221, 17, 68);"">owl</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&gt;</span><span>\n</span>#owl {\n  width: 640px;\n  max-width: 100%;\n}</code></div></div></pre></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Responsive</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Not responsive</p></div>', '<div class=""ureact-markdown css-tc5hjw""><pre class=""css-0""><div data-defines-codeblock=""true"" tabindex=""0"" class=""css-1y373wj""><div style=""color: rgb(15, 43, 61); text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><code class=""language-html"" style=""color: rgb(15, 43, 61); background: none; text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><span class=""token"" style=""color: rgb(15, 43, 61);"">&lt;</span><span class=""token"" style=""color: navy;"">img</span><span class=""token"" style=""color: navy;""> </span><span class=""token"" style=""color: rgb(2, 124, 124);"">class</span><span class=""token attr-equals"" style=""color: rgb(15, 43, 61);"">=</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(221, 17, 68);"">logo</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&gt;</span><span>\n</span>.logo {\n  width: 125px;\n}</code></div></div></pre></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Responsive</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Not responsive</p></div>', '<div class=""ureact-markdown css-tc5hjw""><pre class=""css-0""><div data-defines-codeblock=""true"" tabindex=""0"" class=""css-1y373wj""><div style=""color: rgb(15, 43, 61); text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><code class=""language-html"" style=""color: rgb(15, 43, 61); background: none; text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><span class=""token"" style=""color: rgb(15, 43, 61);"">&lt;</span><span class=""token"" style=""color: navy;"">div</span><span class=""token"" style=""color: navy;""> </span><span class=""token"" style=""color: rgb(2, 124, 124);"">class</span><span class=""token attr-equals"" style=""color: rgb(15, 43, 61);"">=</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(221, 17, 68);"">box</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&gt;</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&lt;/</span><span class=""token"" style=""color: navy;"">div</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&gt;</span><span>\n</span>.box {\n  width: 350px;\n}</code></div></div></pre></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Responsive</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Not responsive</p></div>', '<div class=""ureact-markdown css-tc5hjw""><pre class=""css-0""><div data-defines-codeblock=""true"" tabindex=""0"" class=""css-1y373wj""><div style=""color: rgb(15, 43, 61); text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><code class=""language-html"" style=""color: rgb(15, 43, 61); background: none; text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><span class=""token"" style=""color: rgb(15, 43, 61);"">&lt;</span><span class=""token"" style=""color: navy;"">div</span><span class=""token"" style=""color: navy;""> </span><span class=""token"" style=""color: rgb(2, 124, 124);"">class</span><span class=""token attr-equals"" style=""color: rgb(15, 43, 61);"">=</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(221, 17, 68);"">city</span><span class=""token"" style=""color: rgb(15, 43, 61);"">""</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&gt;</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&lt;/</span><span class=""token"" style=""color: navy;"">div</span><span class=""token"" style=""color: rgb(15, 43, 61);"">&gt;</span><span>\n</span>.city {\n  width: 100%;\n}</code></div></div></pre></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Responsive</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Not responsive</p></div>']",[],
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.13  Tap Target Sizes,[],[],https://www.youtube.com/embed/sFzdU8Z1Wd8
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.14  Tap Targets,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Consider the following:</p>\n<pre class=""css-0""><div data-defines-codeblock=""true"" tabindex=""0"" class=""css-1y373wj""><div style=""color: rgb(15, 43, 61); text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><code class=""language-css"" style=""color: rgb(15, 43, 61); background: none; text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><span class=""token"" style=""color: navy;"">nav a</span><span class=""token"" style=""color: rgb(15, 43, 61);"">,</span><span class=""token"" style=""color: navy;""> button</span><span> </span><span class=""token"" style=""color: rgb(15, 43, 61);"">{</span><span>\n</span>\n<span></span><span class=""token"" style=""color: rgb(15, 43, 61);"">}</span></code></div></div></pre>\n<p class=""chakra-text css-o3oz8b"">Which CSS styles would you include inside the curly braces so that Cameron won\'t be tortured by tiny, impossible-to-hit buttons?</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><code class=""chakra-code css-1u83yg1"">min-height: 48px;</code></p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><code class=""chakra-code css-1u83yg1"">height: 48px;</code></p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><code class=""chakra-code css-1u83yg1"">width: 48px;</code></p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><code class=""chakra-code css-1u83yg1"">min-width: 48px;</code></p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><code class=""chakra-code css-1u83yg1"">size: 48px;</code></p></div>']",[],
Responsive Web Design Fundamentals,Responsive Web Design Fundamentals,Lesson 2: Starting Small,2.15  Start Small,[],[],https://www.youtube.com/embed/AmHW9Hhm5mI
