course,sub_course,module,sub_module,content_html_list,img_list,video_url
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.5  Install Gulp,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">So what happens after typing in <code class=""chakra-code css-1u83yg1"">npm init</code>? You will be asked a few quick questions about a project name, description, etc. After answering those questions, the <code class=""chakra-code css-1u83yg1"">package.json</code> file should be created automatically!</p>\n<p class=""chakra-text css-o3oz8b""><strong>3. Install Gulp as a development dependency</strong></p>\n<p class=""chakra-text css-o3oz8b"">Now, go ahead and install Gulp in the <code class=""chakra-code css-1u83yg1"">devDependencies</code> of your <code class=""chakra-code css-1u83yg1"">package.json</code> file. To do so, make sure you are still in the same root directory in your terminal. Then, type in this command:</p>\n<pre class=""css-0""><div data-defines-codeblock=""true"" tabindex=""0"" class=""css-1y373wj""><div style=""color: rgb(15, 43, 61); text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><code class=""language-readme"" style=""color: rgb(15, 43, 61); background: none; text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><span>npm install --save-dev gulp</span></code></div></div></pre>\n<p class=""chakra-text css-o3oz8b"">This tells npm that the project depends on Gulp during development.</p>\n<p class=""chakra-text css-o3oz8b""><strong>4. Confirm Successful Installation</strong></p>\n<p class=""chakra-text css-o3oz8b"">Finally, let\'s confirm successful installation! Open up your <code class=""chakra-code css-1u83yg1"">package.json</code> file. How do things look? The <code class=""chakra-code css-1u83yg1"">devDependencies</code> part should have been automatically updated to look something like this:</p>\n<pre class=""css-0""><div data-defines-codeblock=""true"" tabindex=""0"" class=""css-1y373wj""><div style=""color: rgb(15, 43, 61); text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><code class=""language-js"" style=""color: rgb(15, 43, 61); background: none; text-shadow: white 0px 1px; font-family: &quot;Fira Code&quot;, Consolas, Monaco, &quot;Andale Mono&quot;, &quot;Ubuntu Mono&quot;, monospace; font-size: 1em; text-align: left; white-space: pre; word-spacing: normal; word-break: normal; overflow-wrap: normal; line-height: 1.5; tab-size: 4; hyphens: none;""><span>  </span><span class=""token string-property"" style=""color: rgb(2, 124, 124);"">""devDependencies""</span><span class=""token"" style=""color: rgb(15, 43, 61); background: rgb(255, 255, 255);"">:</span><span> </span><span class=""token"" style=""color: rgb(15, 43, 61);"">{</span><span>\n</span><span>    </span><span class=""token string-property"" style=""color: rgb(2, 124, 124);"">""gulp""</span><span class=""token"" style=""color: rgb(15, 43, 61); background: rgb(255, 255, 255);"">:</span><span> </span><span class=""token"" style=""color: rgb(221, 17, 68);"">""^3.9.1""</span><span>\n</span><span>  </span><span class=""token"" style=""color: rgb(15, 43, 61);"">}</span></code></div></div></pre>\n<p class=""chakra-text css-o3oz8b"">At this point, enter <code class=""chakra-code css-1u83yg1"">gulp -v</code> in your terminal. If your version of Gulp does not begin with the number 3, use the following command to install Gulp: <code class=""chakra-code css-1u83yg1"">npm install --save-dev gulp@3.9.1</code> (rather than using the command in the third step above). You should see something like this:</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">If you don\'t see a ""CLI version"" and a ""Local version"" listed after checking your version of Gulp (i.e., with <code class=""chakra-code css-1u83yg1"">gulp -v</code>), take a look at the official <a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://github.com/gulpjs/gulp/blob/master/docs/getting-started/1-quick-start.md"">Gulp Quick Start Guide<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a>. Detailed instructions are listed in the link.</p></div>']","['https://video.udacity-data.com/topher/2018/October/5bbd0acf_screen-shot-2018-10-09-at-1.08.19-pm/screen-shot-2018-10-09-at-1.08.19-pm.png', 'https://video.udacity-data.com/topher/2018/October/5bbd0cb9_screen-shot-2018-10-09-at-1.15.14-pm/screen-shot-2018-10-09-at-1.15.14-pm.png', 'https://video.udacity-data.com/topher/2018/October/5bbd1053_screen-shot-2018-10-09-at-1.30.52-pm/screen-shot-2018-10-09-at-1.30.52-pm.png']",
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.6  Hello Gulp,[],[],https://www.youtube.com/embed/Q81wcdjBL-c
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.7  Grunt Tasks vs Gulp Streams,[],[],https://www.youtube.com/embed/JdQV2XP1gyQ
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.8  Making CSS Suck Less,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""http://sass-lang.com/"">Sass<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/sGJnFNMbr8g
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.9  Using Gulp w/ Sass,"['<div class=""ureact-markdown css-tc5hjw""></div>', '<div class=""ureact-markdown css-tc5hjw""><h3 class=""chakra-heading css-k57syw"">Gulp API</h3>\n<p class=""chakra-text css-o3oz8b"">For more details regarding Gulp\'s API (e.g., How does the <code class=""chakra-code css-1u83yg1"">task()</code> method work? What do I pass into <code class=""chakra-code css-1u83yg1"">src()</code>?), check out the <a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://github.com/gulpjs/gulp/blob/v3.9.1/docs/API.md"">official documentation<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a>.</p></div>']",[],https://www.youtube.com/embed/oEkfISC0790
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.10  Using Gulp w/ Autoprefixer,"['<div class=""ureact-markdown css-tc5hjw""></div>']",[],https://www.youtube.com/embed/ZDeu__d1tHM
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.11  Now It's Your Turn,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">I have installed <code class=""chakra-code css-1u83yg1"">gulp-sass</code></p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">I have created a ""styles"" task</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">I have installed <code class=""chakra-code css-1u83yg1"">gulp-autoprefixer</code></p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">I have specified that I want to prefix the last two versions of all browsers</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">I have removed <code class=""chakra-code css-1u83yg1"">-webkit-</code> from the <code class=""chakra-code css-1u83yg1"">filter</code> property in <strong>main.scss</strong> (if using <a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://github.com/udacity/ud892/tree/master/Lesson%202"">Lesson 2<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a> code)</p></div>']",[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.12  Using Gulp,[],[],https://www.youtube.com/embed/GoUF2bYTJ08
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.13  Watching SCSS Files for Change,[],[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 3: Powerful Builds,3.14  Lesson Outro,[],[],https://www.youtube.com/embed/xYGEPTSBTrc
Web Tooling & Automation,Web Tooling & Automation,Lesson 4: Expressive Live Editing,4.1  Lesson Intro,[],[],https://www.youtube.com/embed/PAe1YJlNYvI
Web Tooling & Automation,Web Tooling & Automation,Lesson 4: Expressive Live Editing,4.2  Advantages of Live Editing,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Which of the following are advantages of live editing?</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Fewer context switches</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Less clicks and keystrokes when changing code</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Quicker previews of changes</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Faster build times</p></div>']",[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 4: Expressive Live Editing,4.3  Different Approaches for Live Editing,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://packagecontrol.io/packages/Takana"">Takana<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a> plugin on PackageControl</p>\n<p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://developer.chrome.com/devtools/docs/workspaces"">Chrome Dev Workspaces<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p>\n<p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""http://www.browsersync.io/"">Browser Sync<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/hep6r060-V8
Web Tooling & Automation,Web Tooling & Automation,Lesson 4: Expressive Live Editing,4.4  Using Browser-Sync,[],[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 4: Expressive Live Editing,4.5  Lesson Outro,[],[],https://www.youtube.com/embed/-f7SjauKdzE
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.1  Lesson Intro,[],[],https://www.youtube.com/embed/qQFmlabgfmU
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.2  Why Rely on Tools to Prevent Bad Things ,[],[],https://www.youtube.com/embed/D42SOJ1pQ_Q
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.3  Linting,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""http://www.sitepoint.com/comparison-javascript-linting-tools/"">Comparison of JavaScript linting tools<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p>\n<p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""http://eslint.org/"">ESLint<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/RCfKwyGvW3M
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.4  How Does Linting Help You Code,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Let\'s see if you remember the various things that linting is good at, and the things that linting doesn\'t help with.</p>\n<p class=""chakra-text css-o3oz8b"">How does linting your code? Select all that apply:</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Helps uncover code style problems</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Helps eliminate dead code or variables</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Helps identify slow functions</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Identifies incorrect return types</p></div>']",[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.5  Setting Up ESLint,"['<div class=""ureact-markdown css-tc5hjw""></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""http://www.sublimelinter.com/en/latest/"">Sublime Linter<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/QUK4hMoYv_c
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.6  Setting up ESLint in Gulp,"['<div class=""ureact-markdown css-tc5hjw""></div>']",[],https://www.youtube.com/embed/cBSFMhy1upc
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.7  Unit Testing in Gulp,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Udacity <a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://www.udacity.com/course/javascript-testing--ud549"">JavaScript Testing course<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/KpQsF9nEdIM
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.8  Unit Testing in Gulp,"['<div class=""ureact-markdown css-tc5hjw""></div>']",[],https://www.youtube.com/embed/DIcXyn9Fris
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.9  What's Next?,[],[],https://www.youtube.com/embed/KJF0hSjnf_A
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.10  Continuous Integration,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://classroom.udacity.com/courses/ud611/lessons/4225318865/concepts/44585989490923"">Continuous Integration<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a> in Udacity Intro to DevOps course</p></div>']",[],https://www.youtube.com/embed/KTNqlTzNEC4
Web Tooling & Automation,Web Tooling & Automation,Lesson 5: How to Prevent Disasters,5.11  Lesson Outro,[],[],https://www.youtube.com/embed/CKr0p7Dhgzg
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.1  Lesson Intro,[],[],https://www.youtube.com/embed/d3CvI3xjh1I
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.2  Development and Production Modes,[],[],https://www.youtube.com/embed/LhHq3ll6ijw
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.3  Development and Production Modes Part 2,[],[],https://www.youtube.com/embed/biZ3bFivl_w
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.4  Automatically Reload the index.html,[],[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.5  CSS Concatenation,[],[],https://www.youtube.com/embed/4s66CHXpekI
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.6  JS Concatenation,[],[],https://www.youtube.com/embed/3DCLo1f-g6c
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.7  JS Concatenation Hands On,[],[],https://www.youtube.com/embed/BJpNrS24rM8
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.8  Minification,[],[],https://www.youtube.com/embed/jUkMltQVnfg
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.9  Setting up a production task,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://css-tricks.com/the-difference-between-minification-and-gzipping/"">The Difference Between Minification and GZipping<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/DDVoX9tzyP0
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.10  Writing Future Proof JavaScript,[],[],https://www.youtube.com/embed/sbUZPuEvQeM
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.11  Why Transpile,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Why is transpiling beneficial?</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Standardization across browsers takes a long time</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Browsers can\'t support many advanced ES6 (or newer) features</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Browsers decided to stay with ES5</p></div>']",[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.12  Source Maps,[],[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.13  Image Optimization,[],[],https://www.youtube.com/embed/RRPLHQSnaks
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.14  We Love Optimization,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://www.udacity.com/course/browser-rendering-optimization--ud860"">Browser Rendering Optimization<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p>\n<p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://www.udacity.com/course/website-performance-optimization--ud884"">Web Performance Optimization<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p>\n<p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://www.udacity.com/course/responsive-web-design-fundamentals--ud893"">Responsive Web Design<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p>\n<p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://www.udacity.com/course/responsive-images--ud882"">Responsive Images<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/_WIXfeD12_k
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.15  Image Compression,[],[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.16  How Should We Compress This Image ,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Hamburger menu</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Lossy</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Lossless</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">SVG</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Hero image</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Lossy</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Lossless</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">SVG</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Image thumbnails</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Lossy</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">Lossless</p></div>', '<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b"">SVG</p></div>']",[],
Web Tooling & Automation,Web Tooling & Automation,Lesson 6: Awesome Optimizations,6.17  Lesson Outro,[],[],https://www.youtube.com/embed/dDTfzkFIMzA
Web Tooling & Automation,Web Tooling & Automation,Lesson 7: Conclusion,7.1  Lesson Intro,[],[],https://www.youtube.com/embed/x0IxdMWWgco
Web Tooling & Automation,Web Tooling & Automation,Lesson 7: Conclusion,7.2  Scaffolding,"['<div class=""ureact-markdown css-tc5hjw""><p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""https://developers.google.com/web/tools/starter-kit/"">Web Starter Kit<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p>\n<p class=""chakra-text css-o3oz8b""><a target=""_blank"" rel=""noopener noreferrer"" class=""chakra-link css-190botj"" href=""http://yeoman.io/"">Yeoman<span class=""chakra-text css-1lktits"">(opens in a new tab)</span></a></p></div>']",[],https://www.youtube.com/embed/wvV7Obe2u5I
